headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
A Return To 'Two-Tier Growth',Seeking Alpha,10/15/2019 0:00,IQDY,return two tier growth,neutral,0.999988914,neutral
SHAREHOLDER ALERT: WTW SYNH CTL MBT: The Law Offices of Vincent Wong Reminds Investors of ...,GuruFocus,3/27/2019 0:00,WTW,shareholder alert wtw synh ctl mbt law offices vincent wong reminds investors,negative,0.999982476,negative
"Umb Financial Corp (UMBF) Chairman and CEO J Mariner Kemper Sold $6—8,494 of Shares",GuruFocus,2/3/2020 0:00,UMBF,umb financial corp umbf chairman ceo mariner kemper sold shares,negative,0.99995172,negative
"WILLSCOT AND MOBILE MINI TO COMBINE, CREATING A NORTH AMERICAN LEADER IN MODULAR SPACE AND ...",GuruFocus,3/2/2020 0:00,MINI,willscot mobile mini combine creating north american leader modular space,neutral,0.999969363,neutral
NetApp Q4 2019 Earnings Preview,Seeking Alpha,5/21/2019 0:00,NTAP,netapp earnings preview,negative,0.999940991,negative
Sensex Trades Marginally Lower; HDFC & Bharti Airtel Top Losers,TalkMarkets,12/4/2018 0:00,INDA,sensex trades marginally lower hdfc bharti airtel top losers,positive,0.824910343,positive
Magellan Midstream (MMP): Will it Miss on Earnings in Q1? - Analyst Blog,Zacks,5/4/2015 0:00,MMP,magellan midstream mmp miss earnings analyst blog,positive,0.999989867,positive
Coach Delivers In-Line Earnings - Analyst Blog,Zacks,7/30/2013 0:00,GIII,coach delivers line earnings analyst blog,neutral,0.790139258,neutral
My Top 10 Stocks For The Next 10 Years: Part 2,Seeking Alpha,9/6/2018 0:00,NNN,top stocks next years part,negative,0.99519217,negative
Cruise line sector trades weak after Carnival guidance disappoints,Seeking Alpha,9/27/2018 0:00,CCL,cruise line sector trades weak carnival guidance disappoints,positive,0.999999404,positive
FTI Consulting Delivers Mixed 1Q - Analyst Blog,webmaster,5/6/2011 0:00,CRAI,fti consulting delivers mixed analyst blog,positive,0.933503807,positive
Stocks To Watch: Bio-Techne Sees Relative Strength Rating Rise To 84,Investor's Business Daily,1/30/2019 0:00,TECH,stocks watch bio techne sees relative strength rating rise,neutral,0.999998927,neutral
AUD Explodes Overnight,TalkMarkets,12/3/2019 0:00,FXA,aud explodes overnight,negative,0.90903461,negative
"Schwab Sustains Strong Revenue Growth, Expenses Up - Analyst Blog",Zacks,9/9/2014 0:00,PJC,schwab sustains strong revenue growth expenses analyst blog,neutral,1,positive
NWQ Sells Stake in Elizabeth Arden,GuruFocus,8/10/2016 0:00,RDEN,nwq sells stake elizabeth arden,negative,0.999880195,negative
"ROSEN, A LEADING LAW FIRM, Reminds Meredith Corporation Investors of Important Deadline in ...",GuruFocus,10/6/2019 0:00,MDP,rosen leading law firm reminds meredith corporation investors important deadline,negative,0.999969959,negative
"Black Friday wrap: Records fall, retail winners and losers",Seeking Alpha,11/25/2016 0:00,FSTA,black friday wrap records fall retail winners losers,neutral,0.911449373,neutral
Notable earnings before Thursday's open,Seeking Alpha,3/7/2018 0:00,PGNX,notable earnings thursday open,negative,0.999982595,negative
WEC Energy Group declares quarterly dividend,GuruFocus,4/16/2020 0:00,WEC,wec energy group declares quarterly dividend,negative,0.998623133,negative
Monthly Review Of DivGro: June 2018,Seeking Alpha,7/11/2018 0:00,MDT,monthly review divgro june,negative,0.99999547,negative
"Gold Weekly: The Speculative Community Has Less Conviction, Not Me!",Seeking Alpha,11/28/2018 0:00,DZZ,gold weekly speculative community less conviction,positive,0.977925658,positive
Insight Enterprises (NSIT) Stock Sinks As Market Gains: What You Should Know,Zacks,1/16/2020 0:00,NSIT,insight enterprises nsit stock sinks market gains know,negative,0.492187351,negative
Bespoke's Sector Weightings Report - May 2018,Seeking Alpha,5/9/2018 0:00,XLU,bespoke sector weightings report may,negative,0.999836564,negative
Easy 9.1% Yield From Solar Senior Capital Plus Upcoming Rally,Seeking Alpha,12/12/2018 0:00,GBDC,easy yield solar senior capital plus upcoming rally,neutral,0.999957442,neutral
Liebig's Law Of The Minimum,Seeking Alpha,10/21/2015 0:00,AIF,liebig law minimum,negative,0.999486446,negative
Education Stocks in Freefall,webmaster,8/16/2010 0:00,COCO,education stocks freefall,negative,0.999951363,negative
"Flow Cytometry Market —…—… Worldwide Industry Size, Share, Gross Margin, Trend, Future ...",GuruFocus,2/21/2020 0:00,KEY,flow cytometry market worldwide industry size share gross margin trend future,negative,0.999848366,negative
"Could Lyft's Network Buoy Apple, Google, GM In Self-Driving Battle?",Investor's Business Daily,6/29/2016 0:00,SCTY,could lyft network buoy apple google self driving battle,neutral,0.999814689,neutral
Boston Scientific (BSX) Poised for Strong Earnings in Q4 - Analyst Blog,Zacks,2/3/2015 0:00,CTRX,boston scientific bsx poised strong earnings analyst blog,neutral,1,positive
Is Softbank Planning to Take Over DreamWorks Animation? - Analyst Blog,Zacks,9/29/2014 0:00,DWA,softbank planning take dreamworks animation analyst blog,negative,0.999769986,negative
Wall Street Green Monday,GuruFocus,8/6/2018 0:00,TSN,wall street green monday,negative,0.999977708,negative
Federated National Holding Company (FNHC) Up: Shares Rise 7.7% - Tale of the Tape,Zacks,7/29/2014 0:00,FNHC,federated national holding company fnhc shares rise tale tape,neutral,0.99996376,neutral
Acadia Pharma launches $250M stock offering; sharess down 4% after hours,Seeking Alpha,9/17/2019 0:00,ACAD,acadia pharma launches stock offering sharess hours,negative,0.677195191,negative
"Jason Industries, Inc. 2018 Q1 - Results - Earnings Call Slides",Seeking Alpha,5/3/2018 0:00,JASN,jason industries inc results earnings call slides,negative,0.999898672,negative
Tower to Close Canopius Merger Soon - Analyst Blog,Zacks,12/11/2012 0:00,TRV,tower close canopius merger soon analyst blog,negative,0.999981761,negative
Which 7 Chinese Stocks Are Top Fund Managers Buying?,Investor's Business Daily,7/7/2017 0:00,NTES,chinese stocks top fund managers buying,negative,0.998940408,negative
A Different Kind Of Wage Inflation Heralds This Cycle's End,Seeking Alpha,5/11/2019 0:00,RSP,different kind wage inflation heralds cycle end,negative,0.999951243,negative
Bolsonaro pledges to rescue Brazil from economic doldrums,Seeking Alpha,1/2/2019 0:00,BRAZ,bolsonaro pledges rescue brazil economic doldrums,negative,0.994957626,negative
'Safe' Basic Materials Upside Underdogs Led By Coal While Gold Seeks Broker Backers,Seeking Alpha,3/5/2017 0:00,UFS,safe basic materials upside underdogs led coal gold seeks broker backers,neutral,0.999987125,neutral
"American States Water Company (AWR) Sr. Vice President & CFO Eva G Tang sells 2,300 Shares",GuruFocus,2/3/2012 0:00,AWR,american states water company awr vice president cfo eva tang sells shares,negative,0.999972582,negative
"CNP Beats EPS, Misses Revenue - Analyst Blog",Zacks,2/29/2012 0:00,AES,cnp beats eps misses revenue analyst blog,neutral,0.999916911,positive
Muni Market Update: January,Seeking Alpha,2/21/2019 0:00,MAV,muni market update january,negative,0.999898314,negative
Equity Residential Up to Buy on Re-Positioning Activities - Analyst Blog,Zacks,5/12/2015 0:00,AHH,equity residential buy positioning activities analyst blog,negative,0.870517969,negative
"BHK Investment Advisors, LLC Buys PIMCO Enhanced Short Maturity Active Exchange-Trad, Schwab ...",GuruFocus,8/2/2019 0:00,SCHG,bhk investment advisors llc buys pimco enhanced short maturity active exchange trad schwab,negative,0.999991298,negative
Chevron (CVX) Inks Final Phase of $1.7B JV Deal With NNPC,Zacks,11/22/2017 0:00,SLB,chevron cvx inks final phase deal nnpc,negative,0.999994278,negative
India's Budget Sets Financial Trajectory For Next Fiscal Year,Seeking Alpha,2/10/2017 0:00,INDL,india budget sets financial trajectory next fiscal year,negative,0.999974012,negative
Multiple Companies Reach 5—-Week Highs,GuruFocus,3/15/2017 0:00,NEE,multiple companies reach week highs,negative,0.999515533,negative
"JD.com plans Europe, U.S. expansion for 2018",Seeking Alpha,12/4/2017 0:00,JD,com plans europe expansion,negative,0.999995589,negative
HSR Approval Time Extended in Wright Medical-Tornier Deal - Analyst Blog,Zacks,1/2/2015 0:00,ICUI,hsr approval time extended wright medical tornier deal analyst blog,negative,0.999927878,negative
Terex Q3 2019 Earnings Preview,Seeking Alpha,10/29/2019 0:00,TEX,terex earnings preview,negative,0.999807417,negative
Investors Keep Ignoring The Trade War,Seeking Alpha,9/21/2018 0:00,YINN,investors keep ignoring trade war,negative,0.711534619,negative
How Metrics Make Investors Pay - Part II,Seeking Alpha,5/7/2018 0:00,MCY,metrics make investors pay part,negative,0.997442961,negative
"Incyte, Foundation Medicine Partner for Companion Diagnostics",Zacks,9/12/2018 0:00,INCY,incyte foundation medicine partner companion diagnostics,negative,0.99974221,negative
InvenSense: Strong Potential In Growing Markets,Seeking Alpha,1/26/2015 0:00,INVN,invensense strong potential growing markets,neutral,1,neutral
Japan industrial output drops in February,Seeking Alpha,3/30/2016 0:00,EWJ,japan industrial output drops february,positive,0.999990106,positive
Paramount Group 2017 Q4 - Results - Earnings Call Slides,Seeking Alpha,2/16/2018 0:00,PGRE,paramount group results earnings call slides,negative,0.999646664,negative
Notable earnings before Thursday's open,Seeking Alpha,5/6/2015 0:00,DWRE,notable earnings thursday open,negative,0.999982595,negative
Ball Corp. Tops Earnings by a Penny - Analyst Blog,Zacks,7/25/2013 0:00,BLL,ball corp tops earnings penny analyst blog,neutral,0.979848206,neutral
Aeropostale to eliminate corporate jobs,Seeking Alpha,1/12/2016 0:00,ARO,aeropostale eliminate corporate jobs,negative,0.949846566,negative
INVESTOR ACTION REMINDER: The Schall Law Firm Announces the Filing of a Class Action Lawsuit ...,GuruFocus,6/24/2019 0:00,REV,investor action reminder schall law firm announces filing class action lawsuit,negative,0.999068677,negative
Daley Pick Another Win for Wall Street - Opinion,webmaster,1/7/2011 0:00,AMP,daley pick another win wall street opinion,neutral,1,neutral
"Yacktman Funds Third Quarter Update: NWS, CSCO, MSFT, PEP, PG",GuruFocus,10/25/2011 0:00,NWS,yacktman funds third quarter update nws csco msft pep,negative,0.999993563,negative
Dividend Champions For August 2016,Seeking Alpha,7/30/2016 0:00,RMD,dividend champions august,negative,0.999947548,negative
Coach tapped for a turnaround by Oppenheimer,Seeking Alpha,2/24/2015 0:00,COH,coach tapped turnaround oppenheimer,negative,0.972951949,negative
Simulation Industry Fund 1 Year Old And Much Richer,Seeking Alpha,1/31/2018 0:00,CAE,simulation industry fund year old much richer,negative,0.999847293,negative
MKS Instruments Inc. Reports Operating Results (10-Q),GuruFocus,8/3/2012 0:00,MKSI,mks instruments inc reports operating results,negative,0.999951124,negative
"A Pew Poll is a Good Sign for Small Cap Stem Cell Stocks (STEM, NBS, CUR, ISCO & BRTX)",Small Cap Network,8/16/2013 0:00,CUR,pew poll good sign small cap stem cell stocks stem nbs cur isco brtx,neutral,0.999941349,neutral
"Unifi (UFI) Reports Q3 Loss, Tops Revenue Estimates",Zacks,5/1/2019 0:00,UFI,unifi ufi reports loss tops revenue estimates,positive,0.99999404,positive
SPDR Barclays Convertible Securities ETF announces $0.107 distribution,Seeking Alpha,2/1/2016 0:00,CWB,spdr barclays convertible securities etf announces distribution,negative,0.999932051,negative
Ritchie Bros. Auctioneers' (RBA) CEO Ravi Saligram on Q1 2015 Results - Earnings Call Transcript,Seeking Alpha,5/10/2015 0:00,RBA,ritchie bros auctioneers rba ceo ravi saligram results earnings call transcript,negative,0.999977112,negative
St. Jude Renal Denervation Debuts - Analyst Blog,Zacks,10/21/2011 0:00,STJ,jude renal denervation debuts analyst blog,negative,0.999952316,negative
Sony Undercuts Virtual Reality Rivals With $399 VR Headset,Investor's Business Daily,3/15/2016 0:00,EA,sony undercuts virtual reality rivals headset,negative,0.996848285,negative
Anheuser-Busch InBev still shopping for craft breweries,Seeking Alpha,12/30/2014 0:00,BUD,anheuser busch inbev still shopping craft breweries,negative,0.992920101,negative
"Shannon River Fund Management CO LLC Buys Flex, NICE, Dynatrace Inc, Sells Pros Holdings Inc, ...",GuruFocus,11/14/2019 0:00,FLEX,shannon river fund management llc buys flex nice dynatrace inc sells pros holdings inc,negative,0.999978423,negative
Varian (VAR) & Reliance Group Tie Up to Enhance Cancer Care,Zacks,10/5/2018 0:00,VEEV,varian var reliance group tie enhance cancer care,neutral,0.747041285,neutral
Recapping Another Memorable Week For Energy,TalkMarkets,3/22/2020 0:00,TRGP,recapping another memorable week energy,neutral,0.93568325,neutral
Europe Is Depleting Its Political Capital: Protect Your Financial Capital,Seeking Alpha,3/16/2019 0:00,ERO,europe depleting political capital protect financial capital,positive,0.809723377,positive
"Facebook leads surging Nasdaq, while banks stumble",Seeking Alpha,1/31/2019 0:00,JPM,facebook leads surging nasdaq banks stumble,neutral,0.966190279,neutral
"Qualcomm Looks to Reject Broadcom Offer, and Much More",Zacks,11/6/2017 0:00,KORS,qualcomm looks reject broadcom offer much,negative,0.999386191,negative
Chico's FAS (CHS) Q4 2016 Results - Earnings Call Transcript,Seeking Alpha,2/22/2017 0:00,CHS,chico fas chs results earnings call transcript,negative,0.999269903,negative
Investors bet against stocks tied to home spending,Seeking Alpha,2/11/2016 0:00,MFRM,investors bet stocks tied home spending,negative,0.947658837,negative
Independence Realty Trust declares $0.18 dividend,Seeking Alpha,3/13/2018 0:00,IRT,independence realty trust declares dividend,negative,0.998191059,negative
Top Merger Stocks Held By Fund Managers (Mid-Q4 2016 Edition),Seeking Alpha,11/16/2016 0:00,ALR,top merger stocks held fund managers mid edition,negative,0.999999046,negative
"The Children's Place Retail Stores, Inc. 2018 Q4 - Results - Earnings Call Slides",Seeking Alpha,3/5/2019 0:00,PLCE,children place retail stores inc results earnings call slides,negative,0.999925256,negative
Health Management's 1Q Mixed - Analyst Blog,webmaster,4/26/2011 0:00,CYH,health management mixed analyst blog,negative,0.618841231,negative
2 Health Care Stocks to Watch on GOP Congressional Takeover - Stocks in the News,Zacks,11/6/2014 0:00,SYK,health care stocks watch gop congressional takeover stocks news,negative,0.99833703,negative
Why it is Apt to Hold Prudential Financial (PRU) Stock Now,Zacks,7/17/2017 0:00,CI,apt hold prudential financial pru stock,negative,0.980055332,negative
MedTech Industry Stock Update - Sept 2013 - Zacks Analyst Interviews,Zacks,9/10/2013 0:00,SYK,medtech industry stock update sept zacks analyst interviews,negative,0.999920607,negative
Total leaves Iran's South Pars project,Seeking Alpha,8/20/2018 0:00,TOT,total leaves iran south pars project,negative,0.999993086,negative
Dow Chemical defends CEO,Seeking Alpha,5/6/2015 0:00,DOW,dow chemical defends ceo,neutral,0.98253572,neutral
"Company News for October 21, 2011 - Corporate Summary",Zacks,10/21/2011 0:00,AN,company news october corporate summary,negative,0.999982595,negative
Consolidated-Tomoka Land declares $0.10 dividend,Seeking Alpha,1/23/2019 0:00,CTO,consolidated tomoka land declares dividend,negative,0.997969329,negative
"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",Seeking Alpha,7/27/2019 0:00,POST,stocks watch headliners include apple beyond meat ibm,negative,0.999725878,negative
"Terril Brothers, Inc. Buys Verizon Communications Inc, Truist Financial Corp, International ...",GuruFocus,5/12/2020 0:00,AAL,terril brothers inc buys verizon communications inc truist financial corp international,negative,0.999966264,negative
"Coca-Cola Enterprises Beats on Q4 Earnings, Sales Fall Y/Y - Analyst Blog",Zacks,2/12/2015 0:00,CCE,coca cola enterprises beats earnings sales fall analyst blog,neutral,0.999999404,positive
